"","sid","type","spec_batch","pno_br","mzo_br","pno_purity","prep_batch","blender_batch","sid_type","rep_batch","all_batch","all_br","all_label"
"2784","1","QC","20200910","0","1",0,"03/07/2020","NoBlend","1_QC",1,"20200910_03/07/2020_NoBlend","01","01_0"
"2786","10","QC","20200910","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200910_03/07/2020_NoBlend","50","50_100"
"2787","10","QC","20200910","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200910_03/07/2020_NoBlend","50","50_100"
"2788","10","QC","20200910","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200910_03/07/2020_NoBlend","50","50_100"
"2789","10","QC","20200910","5","0",100,"03/07/2020","NoBlend","10_QC",1,"20200910_03/07/2020_NoBlend","50","50_100"
"2791","5","QC","20200910","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200910_03/07/2020_NoBlend","05","05_0"
"2792","5","QC","20200910","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200910_03/07/2020_NoBlend","05","05_0"
"2795","5","QC","20200910","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200910_03/07/2020_NoBlend","05","05_0"
"2796","5","QC","20200910","0","5",0,"03/07/2020","NoBlend","5_QC",1,"20200910_03/07/2020_NoBlend","05","05_0"
"2799","6","QC","20200910","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200910_03/07/2020_NoBlend","10","10_100"
"2800","6","QC","20200910","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200910_03/07/2020_NoBlend","10","10_100"
"2801","6","QC","20200910","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200910_03/07/2020_NoBlend","10","10_100"
"2802","6","QC","20200910","1","0",100,"03/07/2020","NoBlend","6_QC",1,"20200910_03/07/2020_NoBlend","10","10_100"
"23711","1","QC","20201123","0","1",0,"03/07/2020","NoBlend","1_QC",2,"20201123_03/07/2020_NoBlend","01","01_0"
"23721","1","QC","20201123","0","1",0,"03/07/2020","NoBlend","1_QC",2,"20201123_03/07/2020_NoBlend","01","01_0"
"23741","1","QC","20201123","0","1",0,"03/07/2020","NoBlend","1_QC",2,"20201123_03/07/2020_NoBlend","01","01_0"
